
=== 2026-04-14 ===
2026-04-09 21:29:54.902682 | admin@IIT-G.ac.in | last=2026-04-09 21:38:48.420965 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-09 21:39:13.123300 | hiten@IIT-G.ac.in | last=2026-04-09 22:01:17.853862 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-09 22:01:26.170272 | admin@IIT-G.ac.in | last=2026-04-09 22:01:37.906323 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-09 22:01:52.283514 | hiten@IIT-G.ac.in | last=2026-04-09 22:02:14.535416 | reason=new_device_login | forced=1 | ip=127.0.0.1
2026-04-14 15:40:37.506974 | admin@IIT-G.ac.in | last=2026-04-14 15:45:35.115970 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-14 15:45:47.211257 | example@IIT-G.ac.in | last=2026-04-14 15:46:09.875256 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-14 15:52:11.926297 | admin@IIT-G.ac.in | last=2026-04-14 16:28:55.872216 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-14 16:29:55.830959 | example@IIT-G.ac.in | last=2026-04-14 16:36:09.940452 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-14 16:37:08.184111 | hiten@IIT-G.ac.in | last=2026-04-14 16:45:41.295643 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-14 16:45:46.610268 | admin@IIT-G.ac.in | last=2026-04-14 16:46:37.856649 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-14 16:46:58.234945 | deo@IIT-G.ac.in | last=2026-04-14 16:57:10.441374 | reason=user_logout | forced=0 | ip=127.0.0.1

=== 2026-04-15 ===
No ended sessions to archive.

=== 2026-04-16 ===
2026-04-15 18:59:08.100740 | admin@IIT-G.ac.in | last=2026-04-15 19:02:10.237454 | reason=new_device_login | forced=1 | ip=127.0.0.1
2026-04-15 19:04:20.668608 | admin@IIT-G.ac.in | last=2026-04-15 19:04:31.698328 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 19:11:42.301621 | admin@IIT-G.ac.in | last=2026-04-15 19:12:33.627246 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 19:12:44.221631 | deo@IIT-G.ac.in | last=2026-04-15 19:23:02.844700 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 19:23:31.784942 | admin@IIT-G.ac.in | last=2026-04-15 19:24:49.114329 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 19:26:03.813923 | counsellor@IIT-G.ac.in | last=2026-04-15 19:28:38.733857 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 19:28:48.374401 | admin@IIT-G.ac.in | last=2026-04-15 19:58:44.569509 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 19:58:50.275104 | counsellor@IIT-G.ac.in | last=2026-04-15 19:58:50.486381 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 19:59:56.667518 | admin@IIT-G.ac.in | last=2026-04-15 20:27:47.386560 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 20:27:54.321952 | deo@IIT-G.ac.in | last=2026-04-15 20:28:43.718196 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 20:28:52.483218 | counsellor@IIT-G.ac.in | last=2026-04-15 20:29:14.216385 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 20:29:19.472843 | deo@IIT-G.ac.in | last=2026-04-15 20:29:50.150027 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 20:29:56.034901 | admin@IIT-G.ac.in | last=2026-04-15 20:49:04.588702 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 20:49:11.308312 | deo@IIT-G.ac.in | last=2026-04-15 20:54:16.756145 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 20:54:23.446165 | admin@IIT-G.ac.in | last=2026-04-15 20:54:30.088467 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 20:54:35.543324 | deo@IIT-G.ac.in | last=2026-04-15 20:54:46.510927 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 20:55:12.993344 | admin@IIT-G.ac.in | last=2026-04-15 21:00:38.570808 | reason=new_device_login | forced=1 | ip=127.0.0.1
2026-04-15 21:14:26.349382 | admin@IIT-G.ac.in | last=2026-04-15 21:15:29.965466 | reason=user_logout | forced=0 | ip=127.0.0.1
2026-04-15 21:15:38.882905 | deo@IIT-G.ac.in | last=2026-04-15 21:15:41.728162 | reason=user_logout | forced=0 | ip=127.0.0.1
